Discovery Facility,Discovery Year,Planet Name
OGLE,2021,OGLE-2019-BLG-0954L b
K2,2021,EPIC 206024342 d
Kepler,2021,KOI-3503 b
K2,2021,EPIC 206042996 c
Multiple Observatories,2021,HD 4760 b
Haute-Provence Observatory,2021,HD 27969 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-178 c
Multiple Observatories,2021,HIP 90988 b
Kepler,2021,KOI-3503 c
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-178 b
La Silla Observatory,2021,HD 39194 c
Transiting Exoplanet Survey Satellite (TESS),2021,HD 152843 b
La Silla Observatory,2021,HD 96700 c
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1749 d
K2,2021,EPIC 212624936 b
K2,2021,EPIC 212624936 c
Transiting Exoplanet Survey Satellite (TESS),2021,HD 152843 c
La Silla Observatory,2021,HD 39194 b
K2,2021,EPIC 220492298 b
Haute-Provence Observatory,2021,HD 124330 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1749 c
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1749 b
K2,2021,EPIC 228836835 b
La Silla Observatory,2021,HD 96700 b
La Silla Observatory,2021,HD 189567 c
Multiple Observatories,2021,HD 145675 c
K2,2021,EPIC 206024342 c
La Silla Observatory,2021,HD 154088 b
Kepler,2021,KOI-1833 d
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-178 g
Transiting Exoplanet Survey Satellite (TESS),2021,HIP 97166 b
Multiple Observatories,2021,HIP 56640 b
Multiple Observatories,2021,TOI-178 f
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-178 e
K2,2021,K2-356 b
K2,2021,K2-355 b
Multiple Observatories,2021,HD 141004 b
Multiple Observatories,2021,HD 24040 c
Multiple Observatories,2021,HD 96992 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-178 d
K2,2021,K2-353 b
K2,2021,K2-352 b
K2,2021,K2-350 b
K2,2021,EPIC 201427007 b
La Silla Observatory,2021,HD 39194 d
K2,2021,EPIC 201595106 b
Haute-Provence Observatory,2021,HD 80869 b
Multiple Observatories,2021,GJ 740 b
Roque de los Muchachos Observatory,2021,GJ 720 A b
Multiple Observatories,2021,HD 26161 b
La Silla Observatory,2021,HD 96700 d
Kepler,2021,KOI-1831 d
Multiple Observatories,2021,HD 3765 b
K2,2021,K2-331 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1807 b
Paranal Observatory,2021,NGTS-15 b
Paranal Observatory,2021,NGTS-16 b
Paranal Observatory,2021,NGTS-17 b
La Silla Observatory,2021,HD 93385 b
La Silla Observatory,2021,HD 93385 c
La Silla Observatory,2021,HD 93385 d
Paranal Observatory,2021,NGTS-18 b
HATNet,2021,HAT-P-60 b
Calar Alto Observatory,2021,GJ 486 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1333 b
HATNet,2021,HAT-P-61 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1298 b
HATNet,2021,HAT-P-62 b
HATNet,2021,HAT-P-63 b
Multiple Observatories,2021,HD 156668 c
HATNet,2021,HAT-P-64 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1296 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1259 A b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1278 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1260 b
W. M. Keck Observatory,2021,GJ 414 A c
Haute-Provence Observatory,2021,HD 331093 b
W. M. Keck Observatory,2021,GJ 414 A b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1260 c
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1431 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1444 b
Calar Alto Observatory,2021,G 264-012 b
Paranal Observatory,2021,NGTS-14 A b
Calar Alto Observatory,2021,G 264-012 c
La Silla Observatory,2021,HD 189567 b
Transiting Exoplanet Survey Satellite (TESS),2021,TIC 172900988 b
Haute-Provence Observatory,2021,HD 155193 b
Transiting Exoplanet Survey Satellite (TESS),2021,TIC 257060897 b
Multiple Observatories,2021,HIP 75092 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1062 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1062 c
Multiple Observatories,2021,GJ 1151 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1685 b
Multiple Observatories,2021,HD 95735 c
Transiting Exoplanet Survey Satellite (TESS),2021,HD 183579 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1634 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1201 b
Haute-Provence Observatory,2021,HD 95544 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1601 b
HATNet,2021,HAT-P-58 b
Multiple Observatories,2021,TOI-1518 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1231 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1478 b
W. M. Keck Observatory,2021,TOI-1444 c
HATNet,2021,HAT-P-59 b
Paranal Observatory,2021,NGTS-13 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-1789 b
K2,2021,K2-357 b
Multiple Observatories,2021,HD 107148 c
CHaracterising ExOPlanets Satellite (CHEOPS),2021,HD 108236 f
Multiple Observatories,2021,HD 68988 c
La Silla Observatory,2021,HD 110113 c
Transiting Exoplanet Survey Satellite (TESS),2021,HD 110113 b
Transiting Exoplanet Survey Satellite (TESS),2021,HD 110082 b
KMTNet,2021,KMT-2018-BLG-1976L b
Haute-Provence Observatory,2021,HD 109286 b
KMTNet,2021,KMT-2018-BLG-1996L b
KMTNet,2021,KMT-2019-BLG-0371L b
Paranal Observatory,2021,YSES 2 b
Acton Sky Portal Observatory,2021,GPX-1 b
Haute-Provence Observatory,2021,BD-00 4475 b
Multiple Observatories,2021,HD 168009 b
Transiting Exoplanet Survey Satellite (TESS),2021,AU Mic c
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-674 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-640 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-628 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-201 b
KMTNet,2021,KMT-2019-BLG-1715L b
Haute-Provence Observatory,2021,BD+45 564 b
Haute-Provence Observatory,2021,BD+55 362 b
Paranal Observatory,2021,HD 22496 b
OGLE,2021,OGLE-2018-BLG-0567L b
KMTNet,2021,KMT-2018-BLG-1743L b
Haute-Provence Observatory,2021,HD 211403 b
W. M. Keck Observatory,2021,Kepler-129 d
OGLE,2021,OGLE-2019-BLG-0304L b
OGLE,2021,OGLE-2018-BLG-1428L b
Transiting Exoplanet Survey Satellite (TESS),2021,HD 63935 b
Multiple Observatories,2021,HD 63935 c
Kepler,2021,KIC 8121913 b
Haute-Provence Observatory,2021,HD 115954 b
KMTNet,2021,KMT-2016-BLG-2605L b
Multiple Observatories,2021,HD 164922 e
K2,2021,K2-138 g
Multiple Observatories,2021,TYC 0434-04538-1 b
Kepler,2021,KIC 5479689 b
OGLE,2021,OGLE-2018-BLG-1185L b
Multiple Observatories,2021,HD 66428 c
Multiple Observatories,2021,HIP 114933 b
KMTNet,2021,KMT-2018-BLG-1025L b
Multiple Observatories,2021,HD 213472 b
Kepler,2021,KIC 10068024 b
OGLE,2021,OGLE-2018-BLG-0962L b
Haute-Provence Observatory,2021,BD+63 1405 b
Multiple Observatories,2021,GJ 393 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-559 b
Transiting Exoplanet Survey Satellite (TESS),2021,HD 5278 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-431 d
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-431 c
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-431 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-558 b
La Silla Observatory,2021,HD 13808 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-3362 b
Transiting Exoplanet Survey Satellite (TESS),2021,HD 207897 b
La Silla Observatory,2021,HD 13808 c
K2,2021,K2-358 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-269 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-257 b
Multiple Observatories,2021,HIP 97166 c
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-251 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-2406 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-2285 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-2257 b
Multiple Observatories,2021,TOI-2202 c
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-2202 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-220 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-2076 d
Paranal Observatory,2021,WASP-110 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-2076 c
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-2076 b
K2,2021,HD 137496 b
Multiple Observatories,2021,HD 137496 c
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-532 b
Transiting Exoplanet Survey Satellite (TESS),2021,LHS 1678 b
NASA Infrared Telescope Facility (IRTF),2021,COCONUTS-2 b
Multiple Observatories,2021,HD 136925 b
Multiple Observatories,2021,L 98-59 e
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-530 b
Transiting Exoplanet Survey Satellite (TESS),2021,TOI-519 b
Hubble Space Telescope,2021,CFHTWIR-Oph 98 b
Paranal Observatory,2021,HD 5278 c
Transiting Exoplanet Survey Satellite (TESS),2021,LHS 1478 b
Transiting Exoplanet Survey Satellite (TESS),2021,LHS 1678 c
Kepler,2020,Kepler-1676 b
Kepler,2020,Kepler-1673 b
K2,2020,K2-317 b
Kepler,2020,Kepler-1672 b
K2,2020,K2-315 b
K2,2020,K2-316 b
OGLE,2020,OGLE-2012-BLG-0838L b
K2,2020,K2-319 b
OGLE,2020,OGLE-2015-BLG-1771L b
OGLE,2020,OGLE-2018-BLG-1700L b
OGLE,2020,OGLE-2016-BLG-1227L b
Haute-Provence Observatory,2020,HD 158259 f
Haute-Provence Observatory,2020,HD 158259 e
OGLE,2020,OGLE-2018-BLG-1269L b
K2,2020,K2-316 c
OGLE,2020,OGLE-2017-BLG-0406L b
OGLE,2020,OGLE-2017-BLG-1375L b
Kepler,2020,Kepler-1677 b
Las Campanas Observatory,2020,HD 95338 b
Kepler,2020,Kepler-1671 b
OGLE,2020,OGLE-2017-BLG-0604L b
Kepler,2020,Kepler-1675 b
OGLE,2020,OGLE-2018-BLG-0677L b
OGLE,2020,OGLE-2017-BLG-1049L b
Kepler,2020,Kepler-1679 b
Kepler,2020,Kepler-1670 b
Kepler,2020,Kepler-1674 b
Kepler,2020,Kepler-1678 b
K2,2020,K2-318 b
Kepler,2020,Kepler-595 c
HATNet,2020,HAT-P-68 b
Haute-Provence Observatory,2020,HD 158259 d
Transiting Exoplanet Survey Satellite (TESS),2020,HD 108236 b
Transiting Exoplanet Survey Satellite (TESS),2020,L 168-9 b
Haleakala Observatory,2020,Wendelstein-1 b
Haleakala Observatory,2020,Wendelstein-2 b
KMTNet,2020,KMT-2019-BLG-1953L b
Kepler,2020,Kepler-462 c
Transiting Exoplanet Survey Satellite (TESS),2020,LHS 1815 b
Transiting Exoplanet Survey Satellite (TESS),2020,LP 714-47 b
Transiting Exoplanet Survey Satellite (TESS),2020,LTT 3780 b
Transiting Exoplanet Survey Satellite (TESS),2020,LTT 3780 c
Transiting Exoplanet Survey Satellite (TESS),2020,LTT 9779 b
Kepler,2020,Kepler-716 c
Multiple Observatories,2020,MASCARA-4 b
HATSouth,2020,HATS-72 b
HATSouth,2020,HATS-71 b
Transiting Exoplanet Survey Satellite (TESS),2020,HD 108236 c
Transiting Exoplanet Survey Satellite (TESS),2020,HD 108236 d
Transiting Exoplanet Survey Satellite (TESS),2020,HD 108236 e
KMTNet,2020,KMT-2018-BLG-0748L b
KMTNet,2020,KMT-2016-BLG-2364L b
Transiting Exoplanet Survey Satellite (TESS),2020,HD 63433 b
Transiting Exoplanet Survey Satellite (TESS),2020,HD 63433 c
KMTNet,2020,KMT-2016-BLG-2397L b
SuperWASP-North,2020,WASP-150 b
KMTNet,2020,KMT-2018-BLG-0029L b
KMTNet,2020,KMT-2018-BLG-1292L b
KMTNet,2020,KMT-2019-BLG-1339L b
Bohyunsan Optical Astronomical Observatory,2020,HD 112640 b
Haute-Provence Observatory,2020,WASP-148 c
SuperWASP-North,2020,WASP-148 b
Kepler,2020,Kepler-1085 c
Transiting Exoplanet Survey Satellite (TESS),2020,WD 1856+534 b
KMTNet,2020,KMT-2019-BLG-0842L b
K2,2020,HD 80653 b
Kepler,2020,KOI-1783.01
Kepler,2020,KOI-1783.02
K2,2020,K2-322 b
Paranal Observatory,2020,NGTS-12 b
Kepler,2020,Kepler-1666 c
Kepler,2020,Kepler-1667 b
K2,2020,K2-325 b
K2,2020,K2-324 b
K2,2020,K2-323 b
K2,2020,K2-321 b
Paranal Observatory,2020,NGTS-10 b
K2,2020,K2-320 b
Multiple Observatories,2020,WASP-107 c
Haute-Provence Observatory,2020,HD 158259 b
Kepler,2020,Kepler-1668 b
Haute-Provence Observatory,2020,HD 158259 c
Kepler,2020,Kepler-1669 b
Transiting Exoplanet Survey Satellite (TESS),2020,NGTS-11 b
Kepler,2020,Kepler-1666 b
Bohyunsan Optical Astronomical Observatory,2020,HD 81817 b
Kepler,2020,Kepler-598 c
Kepler,2020,Kepler-160 d
Multiple Observatories,2020,HIP 107772 b
Transiting Exoplanet Survey Satellite (TESS),2020,HD 86226 c
HATSouth,2020,HATS-49 b
HATSouth,2020,HATS-48 A b
HATSouth,2020,HATS-47 b
Kepler,2020,Kepler-1661 b
K2,2020,K2-326 b
Kepler,2020,Kepler-1663 b
HATSouth,2020,HATS-38 b
HATSouth,2020,HATS-37 A b
Kepler,2020,Kepler-1664 b
Kepler,2020,Kepler-1665 b
K2,2020,K2-329 b
Kepler,2020,Kepler-1649 c
Kepler,2020,Kepler-1693 b
Kepler,2020,Kepler-1680 b
Transiting Exoplanet Survey Satellite (TESS),2020,HD 191939 d
K2,2020,EPIC 201757695.02
Lick Observatory,2020,HD 25723 b
K2,2020,EPIC 201170410.02
Kepler,2020,Kepler-1514 c
SuperWASP,2020,WASP-186 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-1899 b
CoRoT,2020,CoRoT-31 b
CoRoT,2020,CoRoT-30 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-237 b
Multiple Observatories,2020,HD 238090 b
SuperWASP,2020,WASP-187 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-421 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-421 c
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-451 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-451 c
Kepler,2020,Kepler-1001 c
Transiting Exoplanet Survey Satellite (TESS),2020,HD 191939 c
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-451 d
Transiting Exoplanet Survey Satellite (TESS),2020,HD 191939 b
Multiple Observatories,2020,GJ 2056 b
Multiple Facilities,2020,GJ 180 d
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-157 b
Kepler,2020,Kepler-1702 b
Transiting Exoplanet Survey Satellite (TESS),2020,GJ 1252 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-169 b
La Silla Observatory,2020,GJ 1061 d
La Silla Observatory,2020,GJ 1061 c
La Silla Observatory,2020,GJ 1061 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-1728 b
K2,2020,EPIC 249893012 d
K2,2020,EPIC 249893012 c
K2,2020,EPIC 249893012 b
Multiple Observatories,2020,HD 190007 b
La Silla Observatory,2020,HD 29399 b
Calar Alto Observatory,2020,CD Cet b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-481 b
W. M. Keck Observatory,2020,GJ 251 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-824 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-849 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-892 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-905 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-942 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-942 c
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-954 b
Kepler,2020,Kepler-783 c
Kepler,2020,Kepler-305 e
Kepler,2020,Kepler-385 d
Paranal Observatory,2020,TYC 8998-760-1 b
Paranal Observatory,2020,TYC 8998-760-1 c
Multiple Observatories,2020,K2-111 c
Multiple Observatories,2020,HD 216520 b
Multiple Observatories,2020,HD 216520 c
Lick Observatory,2020,17 Sco b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-837 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-813 b
Roque de los Muchachos Observatory,2020,BD-11 4672 c
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-776 c
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-540 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-561 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-561 c
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-561 d
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-561 e
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-561 f
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-564 b
Transiting Exoplanet Survey Satellite (TESS),2020,AU Mic b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-677 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-700 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-700 c
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-700 d
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-763 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-763 c
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-776 b
Multiple Facilities,2020,GJ 229 A c
Bohyunsan Optical Astronomical Observatory,2020,HD 60292 b
Kepler,2020,Kepler-1701 b
Kepler,2020,Kepler-1695 b
Kepler,2020,Kepler-1685 b
Kepler,2020,Kepler-1686 b
Kepler,2020,Kepler-1687 b
Multiple Observatories,2020,HIP 38594 b
Roque de los Muchachos Observatory,2020,GJ 9689 b
Multiple Observatories,2020,HIP 38594 c
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-125 d
Multiple Observatories,2020,GJ 9066 c
Multiple Observatories,2020,GJ 9066 b
La Silla Observatory,2020,GJ 887 c
Multiple Facilities,2020,GJ 433 d
La Silla Observatory,2020,GJ 887 b
Multiple Observatories,2020,GJ 480 b
Kepler,2020,Kepler-1688 b
Kepler,2020,Kepler-1689 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-1235 b
SuperWASP-North,2020,WASP-176 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-122 b
Kepler,2020,Kepler-1700 b
Kepler,2020,Kepler-1690 b
Kepler,2020,Kepler-1691 b
Kepler,2020,Kepler-1692 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-1130 c
Multiple Observatories,2020,HIP 4845 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-1130 b
Multiple Observatories,2020,HIP 48714 b
Transiting Exoplanet Survey Satellite (TESS),2020,TIC 237913194 b
Kepler,2020,Kepler-1694 b
Multiple Observatories,2020,GJ 687 c
Kepler,2020,Kepler-1684 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-1266 b
W. M. Keck Observatory,2020,Kepler-88 d
Kepler,2020,Kepler-1699 b
Kepler,2020,Kepler-1696 b
Roque de los Muchachos Observatory,2020,HD 164922 d
Transiting Exoplanet Survey Satellite (TESS),2020,HIP 65 A b
Calar Alto Observatory,2020,GJ 338 B b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-132 b
Transiting Exoplanet Survey Satellite (TESS),2020,GJ 3473 b
Kepler,2020,Kepler-1698 b
Multiple Observatories,2020,GJ 3473 c
Kepler,2020,Kepler-1682 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-1338 b
Kepler,2020,Kepler-1681 b
Transiting Exoplanet Survey Satellite (TESS),2020,HD 332231 b
Transiting Exoplanet Survey Satellite (TESS),2020,TOI-1266 c
Kepler,2020,Kepler-647 c
Transiting Exoplanet Survey Satellite (TESS),2020,HIP 67522 b
Kepler,2020,Kepler-1683 b
Multiple Facilities,2020,GJ 3082 b
Kepler,2020,Kepler-1697 b
K2,2019,K2-291 b
WASP-South,2019,WASP-192 b
La Silla Observatory,2019,HD 21693 b
La Silla Observatory,2019,HD 21693 c
Transiting Exoplanet Survey Satellite (TESS),2019,HD 21749 c
La Silla Observatory,2019,HD 134060 b
La Silla Observatory,2019,HD 134060 c
W. M. Keck Observatory,2019,HD 125390 b
Multiple Observatories,2019,HD 213885 c
K2,2019,K2-289 b
K2,2019,K2-293 b
Transiting Exoplanet Survey Satellite (TESS),2019,HD 213885 b
Kepler,2019,Kepler-47 d
Las Campanas Observatory,2019,HD 211970 b
K2,2019,K2-290 c
WASP-South,2019,WASP-169 b
WASP-South,2019,WASP-190 b
KMTNet,2019,KMT-2017-BLG-1146L b
K2,2019,K2-290 b
Las Campanas Observatory,2019,HD 39855 b
Las Campanas Observatory,2019,HD 21411 b
KMTNet,2019,KMT-2017-BLG-1038L b
K2,2019,K2-43 c
Anglo-Australian Telescope,2019,HD 221420 b
KMTNet,2019,KMT-2018-BLG-1990L b
Transiting Exoplanet Survey Satellite (TESS),2019,HD 221416 b
Las Campanas Observatory,2019,HD 210193 b
K2,2019,K2-308 b
K2,2019,K2-294 b
WASP-South,2019,WASP-175 b
WASP-South,2019,WASP-171 b
La Silla Observatory,2019,HD 136352 b
La Silla Observatory,2019,HD 20003 c
La Silla Observatory,2019,HD 20003 b
WASP-South,2019,WASP-185 b
Transiting Exoplanet Survey Satellite (TESS),2019,HD 2685 b
WASP-South,2019,WASP-184 b
SuperWASP,2019,WASP-183 b
K2,2019,K2-343 b
WASP-South,2019,WASP-182 b
K2,2019,K2-339 b
K2,2019,K2-292 b
K2,2019,K2-198 d
SuperWASP,2019,WASP-180 A b
SuperWASP,2019,WASP-181 b
Transiting Exoplanet Survey Satellite (TESS),2019,HD 15337 b
Transiting Exoplanet Survey Satellite (TESS),2019,HD 15337 c
La Silla Observatory,2019,HD 45184 b
La Silla Observatory,2019,HD 181234 b
K2,2019,K2-268 d
K2,2019,K2-268 e
K2,2019,K2-268 f
La Silla Observatory,2019,HD 31527 b
La Silla Observatory,2019,HD 31527 c
La Silla Observatory,2019,HD 31527 d
W. M. Keck Observatory,2019,HD 202696 b
W. M. Keck Observatory,2019,HD 202696 c
Transiting Exoplanet Survey Satellite (TESS),2019,HD 202772 A b
WASP-South,2019,WASP-178 b
La Silla Observatory,2019,HD 136352 c
La Silla Observatory,2019,HD 136352 d
WASP-South,2019,WASP-166 b
KOINet,2019,Kepler-82 f
Transiting Exoplanet Survey Satellite (TESS),2019,HD 23472 b
Transiting Exoplanet Survey Satellite (TESS),2019,HD 23472 c
K2,2019,K2-32 e
SuperWASP,2019,WASP-177 b
La Silla Observatory,2019,HD 20781 e
La Silla Observatory,2019,HD 20781 d
La Silla Observatory,2019,HD 20781 c
Kepler,2019,KOI-1599.02
La Silla Observatory,2019,HD 20781 b
La Silla Observatory,2019,HD 51608 c
Las Campanas Observatory,2019,HD 206255 b
La Silla Observatory,2019,HD 51608 b
K2,2019,K2-198 c
Las Campanas Observatory,2019,HD 24085 b
La Silla Observatory,2019,HD 25015 b
La Silla Observatory,2019,HD 50499 c
Transiting Exoplanet Survey Satellite (TESS),2019,WASP-18 c
Kepler,2019,KOI-1599.01
La Silla Observatory,2019,HD 45184 c
Kepler,2019,Kepler-1658 b
KMTNet,2019,KMT-2016-BLG-1836L b
Transiting Exoplanet Survey Satellite (TESS),2019,TOI-125 c
Qatar,2019,Qatar-7 b
Qatar,2019,Qatar-8 b
Qatar,2019,GJ 685 b
Qatar,2019,Qatar-9 b
K2,2019,V1298 Tau b
Las Campanas Observatory,2019,HIP 54373 b
Las Campanas Observatory,2019,HIP 54373 c
La Silla Observatory,2019,bet Pic c
Transiting Exoplanet Survey Satellite (TESS),2019,TOI-125 b
Calar Alto Observatory,2019,GJ 4276 b
Haute-Provence Observatory,2019,Gl 378 b
Haute-Provence Observatory,2019,GJ 411 b
Multiple Observatories,2019,GJ 357 d
Multiple Observatories,2019,GJ 357 c
Transiting Exoplanet Survey Satellite (TESS),2019,GJ 357 b
Calar Alto Observatory,2019,GJ 3512 b
W. M. Keck Observatory,2019,Kepler-65 e
La Silla Observatory,2019,eps Ind A b
Transiting Exoplanet Survey Satellite (TESS),2019,TOI-150.01
Transiting Exoplanet Survey Satellite (TESS),2019,TOI-163 b
Qatar,2019,Qatar-10 b
Multiple Observatories,2019,Gl 49 b
Las Campanas Observatory,2019,HIP 71135 b
OGLE,2019,OGLE-2015-BLG-1670L b
Paranal Observatory,2019,NGTS-6 b
Paranal Observatory,2019,NGTS-8 b
Paranal Observatory,2019,NGTS-9 b
Multiple Observatories,2019,NSVS 14256825 b
Winer Observatory,2019,NY Vir c
HATNet,2019,HAT-P-70 b
HATNet,2019,HAT-P-69 b
OGLE,2019,OGLE-2013-BLG-0911L b
OGLE,2019,OGLE-2015-BLG-1649L b
Atacama Large Millimeter Array (ALMA),2019,HD 97048 b
XO,2019,XO-7 b
OGLE,2019,OGLE-2016-BLG-1067L b
OGLE,2019,OGLE-2018-BLG-0596L b
OGLE,2019,OGLE-2018-BLG-0740L b
OGLE,2019,OGLE-2018-BLG-1011L b
OGLE,2019,OGLE-2018-BLG-1011L c
European Southern Observatory,2019,PDS 70 c
K2,2019,V1298 Tau e
K2,2019,V1298 Tau d
K2,2019,V1298 Tau c
Transiting Exoplanet Survey Satellite (TESS),2019,GJ 143 b
Transiting Exoplanet Survey Satellite (TESS),2019,TOI-172 b
Paranal Observatory,2019,NGTS-4 b
Multiple Observatories,2019,HR 5183 b
La Silla Observatory,2019,DMPP-1 d
La Silla Observatory,2019,DMPP-1 c
La Silla Observatory,2019,DMPP-1 b
Transiting Exoplanet Survey Satellite (TESS),2019,TOI-216.01
Transiting Exoplanet Survey Satellite (TESS),2019,TOI-216.02
Transiting Exoplanet Survey Satellite (TESS),2019,TOI-270 b
Transiting Exoplanet Survey Satellite (TESS),2019,TOI-270 c
Transiting Exoplanet Survey Satellite (TESS),2019,TOI-270 d
Multiple Observatories,2019,CI Tau b
Multiple Observatories,2019,7 CMa c
Multiple Facilities,2019,DMPP-2 b
Transiting Exoplanet Survey Satellite (TESS),2019,HR 858 b
Transiting Exoplanet Survey Satellite (TESS),2019,HR 858 c
Transiting Exoplanet Survey Satellite (TESS),2019,HR 858 d
K2,2019,K2-146 c
Calar Alto Observatory,2019,Teegarden's Star b
Calar Alto Observatory,2019,Teegarden's Star c
K2,2019,K2-133 e
Multiple Observatories,2019,USco1621 b
Multiple Observatories,2019,USco1556 b
La Silla Observatory,2019,DMPP-1 e
La Silla Observatory,2019,DMPP-3 A b
K2,2019,G 9-40 b
K2,2019,EPIC 206215704 b
Paranal Observatory,2019,HIP 79098 AB b
K2,2019,EPIC 220554210 c
K2,2019,EPIC 212737443 c
K2,2019,EPIC 212737443 b
K2,2019,EPIC 212587672 b
K2,2019,EPIC 212499991 b
K2,2019,EPIC 212424622 b
K2,2019,EPIC 212297394 b
K2,2019,EPIC 206317286 b
K2,2019,EPIC 206042996 b
Transiting Exoplanet Survey Satellite (TESS),2019,DS Tuc A b
K2,2019,EPIC 206032309 b
K2,2019,EPIC 206024342 b
K2,2019,EPIC 205950854 c
K2,2019,EPIC 201841433 b
